Date,W/L,W-L,Rank,Attendance,Streak,Prev_W/L,Prev_W-L,Prev_Rank,Prev_Streak,Prev_IsOvertime,Winning_Rate,Day,Month
"Saturday, May 9",W,18-13,3.0,16199.0,4,W,17-13,3.0,3.0,0.0,0.5666666666666667,Saturday,May
"Sunday, May 10",L,18-14,3.0,13769.0,-1,W,18-13,3.0,4.0,0.0,0.5806451612903226,Sunday,May
"Tuesday, May 12",L,18-15,3.0,26177.0,-2,L,18-14,3.0,-1.0,0.0,0.5625,Tuesday,May
"Wednesday, May 13",W,19-15,3.0,27163.0,1,L,18-15,3.0,-2.0,1.0,0.5454545454545454,Wednesday,May
"Thursday, May 14",L,19-16,3.0,31785.0,-1,W,19-15,3.0,1.0,0.0,0.5588235294117647,Thursday,May
"Friday, May 15",W,20-16,3.0,24018.0,1,L,19-16,3.0,-1.0,0.0,0.5428571428571428,Friday,May
"Saturday, May 16",W,21-16,3.0,27128.0,2,W,20-16,3.0,1.0,0.0,0.5555555555555556,Saturday,May
"Sunday, May 17",L,21-17,3.0,23708.0,-1,W,21-16,3.0,2.0,0.0,0.5675675675675675,Sunday,May
"Tuesday, May 19",W,22-17,3.0,22357.0,1,L,21-17,3.0,-1.0,0.0,0.5526315789473685,Tuesday,May
"Wednesday, May 20",W,23-17,3.0,21718.0,2,W,22-17,3.0,1.0,0.0,0.5641025641025641,Wednesday,May
"Friday, May 22",L,23-18,3.0,21067.0,-1,W,23-17,3.0,2.0,0.0,0.575,Friday,May
"Saturday, May 23",W,24-18,3.0,38714.0,1,L,23-18,3.0,-1.0,0.0,0.5609756097560976,Saturday,May
"Sunday, May 24",W,25-18,2.0,30180.0,2,W,24-18,3.0,1.0,0.0,0.5714285714285714,Sunday,May
"Monday, May 25",W,26-18,2.0,29472.0,3,W,25-18,2.0,2.0,0.0,0.5813953488372093,Monday,May
"Tuesday, May 26",W,27-18,2.0,23268.0,4,W,26-18,2.0,3.0,0.0,0.5909090909090909,Tuesday,May
"Wednesday, May 27",W,28-18,1.0,30027.0,5,W,27-18,2.0,4.0,0.0,0.6,Wednesday,May
"Friday, May 29",L,28-19,2.0,24509.0,-1,W,28-18,1.0,5.0,0.0,0.6086956521739131,Friday,May
"Saturday, May 30",W,29-19,2.0,32076.0,1,L,28-19,2.0,-1.0,0.0,0.5957446808510638,Saturday,May
"Sunday, May 31",W,30-19,1.0,33829.0,2,W,29-19,2.0,1.0,0.0,0.6041666666666666,Sunday,May
"Tuesday, Jun 2",L,30-20,1.0,32622.0,-1,W,30-19,1.0,2.0,0.0,0.6122448979591837,Tuesday,Jun
"Wednesday, Jun 3 (1)",L,30-21,1.0,31704.0,-2,L,30-20,1.0,-1.0,0.0,0.6,Wednesday,Jun
"Wednesday, Jun 3 (2)",W,31-21,1.0,33291.0,1,L,30-21,1.0,-2.0,0.0,0.5882352941176471,Wednesday,Jun
"Thursday, Jun 4",W,32-21,1.0,33615.0,2,W,31-21,1.0,1.0,0.0,0.5961538461538461,Thursday,Jun
"Friday, Jun 5",L,32-22,1.0,29398.0,-1,W,32-21,1.0,2.0,0.0,0.6037735849056604,Friday,Jun
"Saturday, Jun 6",L,32-23,1.0,38707.0,-2,L,32-22,1.0,-1.0,0.0,0.5925925925925926,Saturday,Jun
"Sunday, Jun 7",W,33-23,1.0,31911.0,1,L,32-23,1.0,-2.0,0.0,0.5818181818181818,Sunday,Jun
"Monday, Jun 8",L,33-24,1.0,22796.0,-1,W,33-23,1.0,1.0,0.0,0.5892857142857143,Monday,Jun
"Tuesday, Jun 9",L,33-25,2.0,22497.0,-2,L,33-24,1.0,-1.0,0.0,0.5789473684210527,Tuesday,Jun
"Wednesday, Jun 10",L,33-26,2.0,28434.0,-3,L,33-25,2.0,-2.0,0.0,0.5689655172413793,Wednesday,Jun
"Friday, Jun 12",L,33-27,2.0,41765.0,-4,L,33-26,2.0,-3.0,0.0,0.559322033898305,Friday,Jun
"Saturday, Jun 13",L,33-28,2.0,28661.0,-5,L,33-27,2.0,-4.0,0.0,0.55,Saturday,Jun
"Sunday, Jun 14",W,34-28,2.0,33970.0,1,L,33-28,2.0,-5.0,0.0,0.5409836065573771,Sunday,Jun
"Monday, Jun 15",L,34-29,2.0,43174.0,-1,W,34-28,2.0,1.0,0.0,0.5483870967741935,Monday,Jun
"Tuesday, Jun 16",L,34-30,2.0,41203.0,-2,L,34-29,2.0,-1.0,0.0,0.5396825396825397,Tuesday,Jun
"Wednesday, Jun 17",W,35-30,2.0,34381.0,1,L,34-30,2.0,-2.0,0.0,0.53125,Wednesday,Jun
"Thursday, Jun 18",W,36-30,2.0,34648.0,2,W,35-30,2.0,1.0,0.0,0.5384615384615384,Thursday,Jun
"Friday, Jun 19",W,37-30,2.0,36817.0,3,W,36-30,2.0,2.0,1.0,0.5454545454545454,Friday,Jun
"Saturday, Jun 20",L,37-31,2.0,40066.0,-1,W,37-30,2.0,3.0,0.0,0.5522388059701493,Saturday,Jun
"Sunday, Jun 21",L,37-32,2.0,40273.0,-2,L,37-31,2.0,-1.0,0.0,0.5441176470588235,Sunday,Jun
"Monday, Jun 22",W,38-32,2.0,24094.0,1,L,37-32,2.0,-2.0,0.0,0.5362318840579711,Monday,Jun
"Tuesday, Jun 23",L,38-33,2.0,27349.0,-1,W,38-32,2.0,1.0,0.0,0.5428571428571428,Tuesday,Jun
"Wednesday, Jun 24",W,39-33,2.0,28854.0,1,L,38-33,2.0,-1.0,0.0,0.5352112676056338,Wednesday,Jun
"Friday, Jun 26",L,39-34,2.0,33296.0,-1,W,39-33,2.0,1.0,0.0,0.5416666666666666,Friday,Jun
"Saturday, Jun 27",W,40-34,2.0,39977.0,1,L,39-34,2.0,-1.0,0.0,0.5342465753424658,Saturday,Jun
"Sunday, Jun 28",L,40-35,2.0,38958.0,-1,W,40-34,2.0,1.0,0.0,0.5405405405405406,Sunday,Jun
"Monday, Jun 29",L,40-36,2.0,28904.0,-2,L,40-35,2.0,-1.0,0.0,0.5333333333333333,Monday,Jun
"Tuesday, Jun 30",W,41-36,2.0,28556.0,1,L,40-36,2.0,-2.0,0.0,0.5263157894736842,Tuesday,Jun
"Wednesday, Jul 1",L,41-37,2.0,26459.0,-1,W,41-36,2.0,1.0,0.0,0.5324675324675324,Wednesday,Jul
"Thursday, Jul 2",W,42-37,2.0,37196.0,1,L,41-37,2.0,-1.0,0.0,0.5256410256410257,Thursday,Jul
"Friday, Jul 3",L,42-38,2.0,38868.0,-1,W,42-37,2.0,1.0,0.0,0.5316455696202531,Friday,Jul
"Saturday, Jul 4",W,43-38,2.0,37917.0,1,L,42-38,2.0,-1.0,1.0,0.525,Saturday,Jul
"Sunday, Jul 5",L,43-39,2.0,29427.0,-1,W,43-38,2.0,1.0,0.0,0.5308641975308642,Sunday,Jul
"Monday, Jul 6",W,44-39,2.0,23213.0,1,L,43-39,2.0,-1.0,1.0,0.524390243902439,Monday,Jul
"Tuesday, Jul 7",W,45-39,2.0,25091.0,2,W,44-39,2.0,1.0,1.0,0.5301204819277109,Tuesday,Jul
"Wednesday, Jul 8",W,46-39,2.0,29289.0,3,W,45-39,2.0,2.0,0.0,0.5357142857142857,Wednesday,Jul
"Thursday, Jul 9",L,46-40,2.0,29724.0,-1,W,46-39,2.0,3.0,0.0,0.5411764705882353,Thursday,Jul
"Friday, Jul 10",W,47-40,2.0,31545.0,1,L,46-40,2.0,-1.0,0.0,0.5348837209302325,Friday,Jul
"Saturday, Jul 11",W,48-40,2.0,32365.0,2,W,47-40,2.0,1.0,1.0,0.5402298850574713,Saturday,Jul
"Sunday, Jul 12",W,49-40,2.0,27936.0,3,W,48-40,2.0,2.0,0.0,0.5454545454545454,Sunday,Jul
"Friday, Jul 17",W,50-40,2.0,23462.0,4,W,49-40,2.0,3.0,0.0,0.550561797752809,Friday,Jul
"Saturday, Jul 18",L,50-41,2.0,30778.0,-1,W,50-40,2.0,4.0,0.0,0.5555555555555556,Saturday,Jul
"Sunday, Jul 19",L,50-42,2.0,20286.0,-2,L,50-41,2.0,-1.0,1.0,0.5494505494505495,Sunday,Jul
"Tuesday, Jul 21",L,50-43,2.0,38937.0,-3,L,50-42,2.0,-2.0,0.0,0.5434782608695652,Tuesday,Jul
"Wednesday, Jul 22",L,50-44,2.0,40239.0,-4,L,50-43,2.0,-3.0,0.0,0.5376344086021505,Wednesday,Jul
"Thursday, Jul 23",W,51-44,2.0,36134.0,1,L,50-44,2.0,-4.0,0.0,0.5319148936170213,Thursday,Jul
"Friday, Jul 24",W,52-44,2.0,34334.0,2,W,51-44,2.0,1.0,0.0,0.5368421052631579,Friday,Jul
"Saturday, Jul 25",L,52-45,2.0,40660.0,-1,W,52-44,2.0,2.0,0.0,0.5416666666666666,Saturday,Jul
"Sunday, Jul 26",L,52-46,2.0,37391.0,-2,L,52-45,2.0,-1.0,0.0,0.5360824742268041,Sunday,Jul
"Tuesday, Jul 28",L,52-47,2.0,30795.0,-3,L,52-46,2.0,-2.0,0.0,0.5306122448979592,Tuesday,Jul
"Wednesday, Jul 29",L,52-48,2.0,37273.0,-4,L,52-47,2.0,-3.0,0.0,0.5252525252525253,Wednesday,Jul
"Thursday, Jul 30",W,53-48,2.0,30534.0,1,L,52-48,2.0,-4.0,0.0,0.52,Thursday,Jul
"Friday, Jul 31",L,53-49,2.0,27643.0,-1,W,53-48,2.0,1.0,0.0,0.5247524752475248,Friday,Jul
"Saturday, Aug 1",W,54-49,2.0,36901.0,1,L,53-49,2.0,-1.0,0.0,0.5196078431372549,Saturday,Aug
"Sunday, Aug 2",L,54-50,2.0,30325.0,-1,W,54-49,2.0,1.0,1.0,0.5242718446601942,Sunday,Aug
"Monday, Aug 3",L,54-51,2.0,45766.0,-2,L,54-50,2.0,-1.0,0.0,0.5192307692307693,Monday,Aug
"Tuesday, Aug 4",L,54-52,2.0,26504.0,-3,L,54-51,2.0,-2.0,0.0,0.5142857142857142,Tuesday,Aug
"Wednesday, Aug 5",L,54-53,2.0,27725.0,-4,L,54-52,2.0,-3.0,0.0,0.5094339622641509,Wednesday,Aug
"Thursday, Aug 6",L,54-54,2.0,34847.0,-5,L,54-53,2.0,-4.0,0.0,0.5046728971962616,Thursday,Aug
"Friday, Aug 7",W,55-54,2.0,30365.0,1,L,54-54,2.0,-5.0,0.0,0.5,Friday,Aug
"Saturday, Aug 8",L,55-55,2.0,31666.0,-1,W,55-54,2.0,1.0,0.0,0.5045871559633027,Saturday,Aug
"Sunday, Aug 9",L,55-56,2.0,21305.0,-2,L,55-55,2.0,-1.0,0.0,0.5,Sunday,Aug
"Tuesday, Aug 11",W,56-56,2.0,26663.0,1,L,55-56,2.0,-2.0,0.0,0.4954954954954955,Tuesday,Aug
"Wednesday, Aug 12",W,57-56,2.0,30683.0,2,W,56-56,2.0,1.0,1.0,0.5,Wednesday,Aug
"Thursday, Aug 13",L,57-57,2.0,30357.0,-1,W,57-56,2.0,2.0,0.0,0.504424778761062,Thursday,Aug
"Friday, Aug 14",L,57-58,2.0,26910.0,-2,L,57-57,2.0,-1.0,0.0,0.5,Friday,Aug
"Saturday, Aug 15",W,58-58,2.0,30601.0,1,L,57-58,2.0,-2.0,0.0,0.4956521739130435,Saturday,Aug
"Sunday, Aug 16",W,59-58,2.0,27244.0,2,W,58-58,2.0,1.0,0.0,0.5,Sunday,Aug
"Monday, Aug 17",L,59-59,2.0,38493.0,-1,W,59-58,2.0,2.0,0.0,0.5042735042735043,Monday,Aug
"Tuesday, Aug 18",L,59-60,2.0,38007.0,-2,L,59-59,2.0,-1.0,1.0,0.5,Tuesday,Aug
"Wednesday, Aug 19",L,59-61,2.0,38086.0,-3,L,59-60,2.0,-2.0,0.0,0.4957983193277311,Wednesday,Aug
"Thursday, Aug 20",W,60-61,2.0,20109.0,1,L,59-61,2.0,-3.0,0.0,0.49166666666666664,Thursday,Aug
"Friday, Aug 21",W,61-61,2.0,32025.0,2,W,60-61,2.0,1.0,0.0,0.49586776859504134,Friday,Aug
"Saturday, Aug 22",W,62-61,2.0,35301.0,3,W,61-61,2.0,2.0,0.0,0.5,Saturday,Aug
"Sunday, Aug 23",W,63-61,2.0,35144.0,4,W,62-61,2.0,3.0,0.0,0.5040650406504065,Sunday,Aug
"Tuesday, Aug 25",W,64-61,2.0,9632.0,5,W,63-61,2.0,4.0,0.0,0.5080645161290323,Tuesday,Aug
"Wednesday, Aug 26",W,65-61,2.0,9205.0,6,W,64-61,2.0,5.0,0.0,0.512,Wednesday,Aug
"Thursday, Aug 27",L,65-62,2.0,9375.0,-1,W,65-61,2.0,6.0,0.0,0.5158730158730159,Thursday,Aug
"Friday, Aug 28",W,66-62,2.0,28636.0,1,L,65-62,2.0,-1.0,0.0,0.5118110236220472,Friday,Aug
"Saturday, Aug 29",L,66-63,2.0,38876.0,-1,W,66-62,2.0,1.0,0.0,0.515625,Saturday,Aug
"Sunday, Aug 30",W,67-63,2.0,28877.0,1,L,66-63,2.0,-1.0,0.0,0.5116279069767442,Sunday,Aug
"Tuesday, Sep 1",W,68-63,2.0,25803.0,2,W,67-63,2.0,1.0,0.0,0.5153846153846153,Tuesday,Sep
"Wednesday, Sep 2",W,69-63,2.0,22162.0,3,W,68-63,2.0,2.0,0.0,0.5190839694656488,Wednesday,Sep
"Thursday, Sep 3",L,69-64,2.0,25339.0,-1,W,69-63,2.0,3.0,0.0,0.5227272727272727,Thursday,Sep
"Friday, Sep 4",L,69-65,2.0,27807.0,-2,L,69-64,2.0,-1.0,0.0,0.518796992481203,Friday,Sep
"Saturday, Sep 5",W,70-65,2.0,27643.0,1,L,69-65,2.0,-2.0,0.0,0.5149253731343284,Saturday,Sep
"Sunday, Sep 6",L,70-66,2.0,37648.0,-1,W,70-65,2.0,1.0,0.0,0.5185185185185185,Sunday,Sep
"Monday, Sep 7",W,71-66,2.0,36825.0,1,L,70-66,2.0,-1.0,0.0,0.5147058823529411,Monday,Sep
"Tuesday, Sep 8",L,71-67,2.0,31834.0,-1,W,71-66,2.0,1.0,0.0,0.5182481751824818,Tuesday,Sep
"Wednesday, Sep 9",W,72-67,2.0,32286.0,1,L,71-67,2.0,-1.0,0.0,0.5144927536231884,Wednesday,Sep
"Friday, Sep 11",W,73-67,2.0,15641.0,2,W,72-67,2.0,1.0,0.0,0.5179856115107914,Friday,Sep
"Saturday, Sep 12",L,73-68,2.0,26065.0,-1,W,73-67,2.0,2.0,0.0,0.5214285714285715,Saturday,Sep
"Sunday, Sep 13",W,74-68,2.0,23159.0,1,L,73-68,2.0,-1.0,0.0,0.5177304964539007,Sunday,Sep
"Monday, Sep 14",W,75-68,2.0,17833.0,2,W,74-68,2.0,1.0,0.0,0.5211267605633803,Monday,Sep
"Tuesday, Sep 15",L,75-69,2.0,22963.0,-1,W,75-68,2.0,2.0,0.0,0.5244755244755245,Tuesday,Sep
"Wednesday, Sep 16",L,75-70,2.0,22509.0,-2,L,75-69,2.0,-1.0,0.0,0.5208333333333334,Wednesday,Sep
"Thursday, Sep 17",L,75-71,2.0,18697.0,-3,L,75-70,2.0,-2.0,0.0,0.5172413793103449,Thursday,Sep
"Saturday, Sep 19 (1)",L,75-72,2.0,22878.0,-4,L,75-71,2.0,-3.0,0.0,0.5136986301369864,Saturday,Sep
"Saturday, Sep 19 (2)",L,75-73,2.0,33300.0,-5,L,75-72,2.0,-4.0,0.0,0.5102040816326531,Saturday,Sep
"Sunday, Sep 20",W,76-73,2.0,25302.0,1,L,75-73,2.0,-5.0,0.0,0.5067567567567568,Sunday,Sep
"Tuesday, Sep 22",W,77-73,2.0,21850.0,2,W,76-73,2.0,1.0,0.0,0.5100671140939598,Tuesday,Sep
"Wednesday, Sep 23",W,78-73,2.0,17831.0,3,W,77-73,2.0,2.0,0.0,0.5133333333333333,Wednesday,Sep
"Thursday, Sep 24",L,78-74,2.0,21366.0,-1,W,78-73,2.0,3.0,0.0,0.5165562913907285,Thursday,Sep
"Friday, Sep 25",L,78-75,2.0,31153.0,-2,L,78-74,2.0,-1.0,0.0,0.5131578947368421,Friday,Sep
"Saturday, Sep 26",W,79-75,2.0,32753.0,1,L,78-75,2.0,-2.0,0.0,0.5098039215686274,Saturday,Sep
"Sunday, Sep 27",W,80-75,2.0,33517.0,2,W,79-75,2.0,1.0,0.0,0.512987012987013,Sunday,Sep
"Monday, Sep 28",W,81-75,2.0,10007.0,3,W,80-75,2.0,2.0,0.0,0.5161290322580645,Monday,Sep
"Wednesday, Sep 30 (2)",L,82-76,2.0,10228.0,-1,W,81-75,2.0,3.0,0.0,0.5192307692307693,Wednesday,Sep
"Thursday, Oct 1",W,83-76,2.0,22644.0,1,L,82-76,2.0,-1.0,0.0,0.5189873417721519,Thursday,Oct
"Friday, Oct 2",L,83-77,2.0,31534.0,-1,W,83-76,2.0,1.0,0.0,0.5220125786163522,Friday,Oct
"Saturday, Oct 3",L,83-78,2.0,30181.0,-2,L,83-77,2.0,-1.0,0.0,0.51875,Saturday,Oct
"Sunday, Oct 4",L,83-79,2.0,24108.0,-3,L,83-78,2.0,-2.0,0.0,0.515527950310559,Sunday,Oct
"Tuesday, Apr 5",W,1-0,1.0,34493.0,1,,0-0,,,,,Tuesday,Apr
"Wednesday, Apr 6",L,1-1,2.0,10298.0,-1,W,1-0,1.0,1.0,0.0,1.0,Wednesday,Apr
"Friday, Apr 8",W,2-1,2.0,48871.0,1,L,1-1,2.0,-1.0,0.0,0.5,Friday,Apr
"Saturday, Apr 9",W,3-1,2.0,47138.0,2,W,2-1,2.0,1.0,0.0,0.6666666666666666,Saturday,Apr
"Sunday, Apr 10",L,3-2,2.0,46158.0,-1,W,3-1,2.0,2.0,0.0,0.75,Sunday,Apr
"Monday, Apr 11",L,3-3,3.0,37160.0,-2,L,3-2,2.0,-1.0,0.0,0.6,Monday,Apr
"Tuesday, Apr 12",L,3-4,3.0,31114.0,-3,L,3-3,3.0,-2.0,0.0,0.5,Tuesday,Apr
"Wednesday, Apr 13",W,4-4,3.0,31011.0,1,L,3-4,3.0,-3.0,0.0,0.42857142857142855,Wednesday,Apr
"Friday, Apr 15",W,5-4,2.0,31415.0,2,W,4-4,3.0,1.0,0.0,0.5,Friday,Apr
"Saturday, Apr 16",W,6-4,2.0,36267.0,3,W,5-4,2.0,2.0,0.0,0.5555555555555556,Saturday,Apr
"Sunday, Apr 17",L,6-5,2.0,37217.0,-1,W,6-4,2.0,3.0,0.0,0.6,Sunday,Apr
"Monday, Apr 18",L,6-6,2.0,37168.0,-2,L,6-5,2.0,-1.0,0.0,0.5454545454545454,Monday,Apr
"Tuesday, Apr 19",L,6-7,3.0,32061.0,-3,L,6-6,2.0,-2.0,0.0,0.5,Tuesday,Apr
"Wednesday, Apr 20",W,7-7,2.0,31689.0,1,L,6-7,3.0,-3.0,0.0,0.46153846153846156,Wednesday,Apr
"Thursday, Apr 21",L,7-8,2.0,37954.0,-1,W,7-7,2.0,1.0,0.0,0.5,Thursday,Apr
"Friday, Apr 22",W,8-8,2.0,26672.0,1,L,7-8,2.0,-1.0,0.0,0.4666666666666667,Friday,Apr
"Saturday, Apr 23",L,8-9,2.0,40232.0,-1,W,8-8,2.0,1.0,0.0,0.5,Saturday,Apr
"Sunday, Apr 24",W,9-9,2.0,32416.0,1,L,8-9,2.0,-1.0,0.0,0.47058823529411764,Sunday,Apr
"Monday, Apr 25",W,10-9,2.0,22735.0,2,W,9-9,2.0,1.0,0.0,0.5,Monday,Apr
"Tuesday, Apr 26",W,11-9,2.0,23487.0,3,W,10-9,2.0,2.0,0.0,0.5263157894736842,Tuesday,Apr
"Wednesday, Apr 27",W,12-9,2.0,33380.0,4,W,11-9,2.0,3.0,0.0,0.55,Wednesday,Apr
"Thursday, Apr 28",L,12-10,2.0,32232.0,-1,W,12-9,2.0,4.0,0.0,0.5714285714285714,Thursday,Apr
"Friday, Apr 29",W,13-10,2.0,37115.0,1,L,12-10,2.0,-1.0,0.0,0.5454545454545454,Friday,Apr
"Saturday, Apr 30",W,14-10,2.0,37901.0,2,W,13-10,2.0,1.0,0.0,0.5652173913043478,Saturday,Apr
"Sunday, May 1",W,15-10,1.0,34279.0,3,W,14-10,2.0,2.0,0.0,0.5833333333333334,Sunday,May
"Tuesday, May 3",L,15-11,2.0,15025.0,-1,W,15-10,1.0,3.0,0.0,0.6,Tuesday,May
"Wednesday, May 4",W,16-11,1.0,14383.0,1,L,15-11,2.0,-1.0,0.0,0.5769230769230769,Wednesday,May
"Thursday, May 5",W,17-11,1.0,20126.0,2,W,16-11,1.0,1.0,0.0,0.5925925925925926,Thursday,May
"Friday, May 6",L,17-12,1.0,45756.0,-1,W,17-11,1.0,2.0,0.0,0.6071428571428571,Friday,May
"Saturday, May 7",L,17-13,2.0,47822.0,-2,L,17-12,1.0,-1.0,0.0,0.5862068965517241,Saturday,May
"Sunday, May 8",W,18-13,2.0,41869.0,1,L,17-13,2.0,-2.0,0.0,0.5666666666666667,Sunday,May
"Monday, May 9",W,19-13,1.0,35227.0,2,W,18-13,2.0,1.0,0.0,0.5806451612903226,Monday,May
"Tuesday, May 10",W,20-13,1.0,32167.0,3,W,19-13,1.0,2.0,0.0,0.59375,Tuesday,May
"Wednesday, May 11",W,21-13,1.0,33283.0,4,W,20-13,1.0,3.0,0.0,0.6060606060606061,Wednesday,May
"Thursday, May 12",W,22-13,1.0,34982.0,5,W,21-13,1.0,4.0,0.0,0.6176470588235294,Thursday,May
"Friday, May 13",L,22-14,2.0,33148.0,-1,W,22-13,1.0,5.0,0.0,0.6285714285714286,Friday,May
"Saturday, May 14",W,23-14,2.0,37430.0,1,L,22-14,2.0,-1.0,0.0,0.6111111111111112,Saturday,May
"Sunday, May 15",W,24-14,1.0,35736.0,2,W,23-14,2.0,1.0,1.0,0.6216216216216216,Sunday,May
"Tuesday, May 17",L,24-15,1.0,25215.0,-1,W,24-14,1.0,2.0,0.0,0.631578947368421,Tuesday,May
"Wednesday, May 18 (1)",L,24-16,2.0,33613.0,-2,L,24-15,1.0,-1.0,0.0,0.6153846153846154,Wednesday,May
"Wednesday, May 18 (2)",W,25-16,2.0,23739.0,1,L,24-16,2.0,-2.0,0.0,0.6,Wednesday,May
"Friday, May 20",L,25-17,2.0,37354.0,-1,W,25-16,2.0,1.0,0.0,0.6097560975609756,Friday,May
"Saturday, May 21",W,26-17,2.0,37254.0,1,L,25-17,2.0,-1.0,0.0,0.5952380952380952,Saturday,May
"Sunday, May 22",W,27-17,1.0,36021.0,2,W,26-17,2.0,1.0,0.0,0.6046511627906976,Sunday,May
"Tuesday, May 24",W,28-17,1.0,36123.0,3,W,27-17,1.0,2.0,0.0,0.6136363636363636,Tuesday,May
"Wednesday, May 25",W,29-17,1.0,36430.0,4,W,28-17,1.0,3.0,0.0,0.6222222222222222,Wednesday,May
"Thursday, May 26",L,29-18,1.0,36162.0,-1,W,29-17,1.0,4.0,0.0,0.6304347826086957,Thursday,May
"Friday, May 27",L,29-19,1.0,46470.0,-2,L,29-18,1.0,-1.0,0.0,0.6170212765957447,Friday,May
"Saturday, May 28",L,29-20,1.0,48154.0,-3,L,29-19,1.0,-2.0,0.0,0.6041666666666666,Saturday,May
"Sunday, May 29",W,30-20,1.0,47916.0,1,L,29-20,1.0,-3.0,1.0,0.5918367346938775,Sunday,May
"Monday, May 30",W,31-20,1.0,43926.0,2,W,30-20,1.0,1.0,0.0,0.6,Monday,May
"Tuesday, May 31",W,32-20,1.0,17664.0,3,W,31-20,1.0,2.0,0.0,0.6078431372549019,Tuesday,May
"Wednesday, Jun 1",L,32-21,1.0,20750.0,-1,W,32-20,1.0,3.0,0.0,0.6153846153846154,Wednesday,Jun
"Thursday, Jun 2",L,32-22,1.0,21534.0,-2,L,32-21,1.0,-1.0,0.0,0.6037735849056604,Thursday,Jun
"Friday, Jun 3",L,32-23,1.0,37129.0,-3,L,32-22,1.0,-2.0,0.0,0.5925925925925926,Friday,Jun
"Saturday, Jun 4",W,33-23,1.0,37762.0,1,L,32-23,1.0,-3.0,0.0,0.5818181818181818,Saturday,Jun
"Sunday, Jun 5",L,33-24,1.0,35823.0,-1,W,33-23,1.0,1.0,0.0,0.5892857142857143,Sunday,Jun
"Tuesday, Jun 7",W,34-24,2.0,41512.0,1,L,33-24,1.0,-1.0,0.0,0.5789473684210527,Tuesday,Jun
"Wednesday, Jun 8",L,34-25,2.0,41635.0,-1,W,34-24,2.0,1.0,0.0,0.5862068965517241,Wednesday,Jun
"Friday, Jun 10",W,35-25,2.0,22786.0,1,L,34-25,2.0,-1.0,0.0,0.576271186440678,Friday,Jun
"Saturday, Jun 11",W,36-25,1.0,28633.0,2,W,35-25,2.0,1.0,0.0,0.5833333333333334,Saturday,Jun
"Sunday, Jun 12",L,36-26,1.0,26087.0,-1,W,36-25,1.0,2.0,0.0,0.5901639344262295,Sunday,Jun
"Tuesday, Jun 14",L,36-27,2.0,38009.0,-2,L,36-26,1.0,-1.0,1.0,0.5806451612903226,Tuesday,Jun
"Wednesday, Jun 15",W,37-27,1.0,36233.0,1,L,36-27,2.0,-2.0,0.0,0.5714285714285714,Wednesday,Jun
"Thursday, Jun 16",L,37-28,2.0,36757.0,-1,W,37-27,1.0,1.0,0.0,0.578125,Thursday,Jun
"Friday, Jun 17",L,37-29,2.0,35896.0,-2,L,37-28,2.0,-1.0,0.0,0.5692307692307692,Friday,Jun
"Saturday, Jun 18",W,38-29,2.0,37195.0,1,L,37-29,2.0,-2.0,0.0,0.5606060606060606,Saturday,Jun
"Sunday, Jun 19",W,39-29,2.0,37211.0,2,W,38-29,2.0,1.0,0.0,0.5671641791044776,Sunday,Jun
"Monday, Jun 20",L,39-30,2.0,36291.0,-1,W,39-29,2.0,2.0,0.0,0.5735294117647058,Monday,Jun
"Tuesday, Jun 21",L,39-31,2.0,36544.0,-2,L,39-30,2.0,-1.0,0.0,0.5652173913043478,Tuesday,Jun
"Wednesday, Jun 22",L,39-32,2.0,37413.0,-3,L,39-31,2.0,-2.0,0.0,0.5571428571428572,Wednesday,Jun
"Thursday, Jun 23",W,40-32,2.0,37790.0,1,L,39-32,2.0,-3.0,0.0,0.5492957746478874,Thursday,Jun
"Friday, Jun 24",W,41-32,2.0,46811.0,2,W,40-32,2.0,1.0,1.0,0.5555555555555556,Friday,Jun
"Saturday, Jun 25",L,41-33,2.0,47559.0,-1,W,41-32,2.0,2.0,0.0,0.5616438356164384,Saturday,Jun
"Sunday, Jun 26",L,41-34,2.0,36312.0,-2,L,41-33,2.0,-1.0,0.0,0.5540540540540541,Sunday,Jun
"Monday, Jun 27",L,41-35,2.0,18024.0,-3,L,41-34,2.0,-2.0,0.0,0.5466666666666666,Monday,Jun
"Tuesday, Jun 28",W,42-35,2.0,16986.0,1,L,41-35,2.0,-3.0,0.0,0.5394736842105263,Tuesday,Jun
"Wednesday, Jun 29",L,42-36,2.0,24110.0,-1,W,42-35,2.0,1.0,0.0,0.5454545454545454,Wednesday,Jun
"Friday, Jul 1",W,43-36,2.0,37117.0,1,L,42-36,2.0,-1.0,0.0,0.5384615384615384,Friday,Jul
"Saturday, Jul 2",L,43-37,2.0,36552.0,-1,W,43-36,2.0,1.0,0.0,0.5443037974683544,Saturday,Jul
"Sunday, Jul 3",W,44-37,2.0,36801.0,1,L,43-37,2.0,-1.0,0.0,0.5375,Sunday,Jul
"Monday, Jul 4",W,45-37,2.0,36253.0,2,W,44-37,2.0,1.0,0.0,0.5432098765432098,Monday,Jul
"Tuesday, Jul 5",L,45-38,3.0,35964.0,-1,W,45-37,2.0,2.0,0.0,0.5487804878048781,Tuesday,Jul
"Wednesday, Jul 6",W,46-38,3.0,37175.0,1,L,45-38,3.0,-1.0,0.0,0.5421686746987951,Wednesday,Jul
"Friday, Jul 8",W,47-38,3.0,37739.0,2,W,46-38,3.0,1.0,0.0,0.5476190476190477,Friday,Jul
